,dataset,rewiring,num_iterations,borf_batch_add,borf_batch_remove,avg_accuracy,ci,run_duration,rewiring_duration
0,citeseer,goku,50,4,2,0.728078078078078,0.007995548365091878,150.54077696800232,28.758679389953613
0,citeseer,goku,50,4,2,0.6857357357357359,0.009227090183113046,203.26535272598267,461.72007966041565
0,citeseer,goku,50,4,2,0.6827327327327327,0.005149953156389726,206.01925921440125,461.426784992218
0,citeseer,goku,50,4,2,0.685885885885886,0.007179626907996924,207.13719511032104,473.61867594718933
0,citeseer,goku,50,4,2,0.6867867867867868,0.009257825281920817,211.48884081840515,493.84224581718445
0,citeseer,goku,50,4,2,0.7244744744744746,0.006704838907437265,221.86107420921326,40.04142451286316
0,citeseer,goku,50,4,2,0.7177177177177178,0.008332995150457434,221.0311028957367,46.1751868724823
0,citeseer,goku,50,4,2,0.7217717717717717,0.0074053104192997946,169.1784188747406,40.52833294868469
0,citeseer,goku,50,4,2,0.6864864864864865,0.006062794586568115,164.03763508796692,522.2354743480682
0,citeseer,goku,50,4,2,0.7232732732732733,0.006861714010011723,173.86488795280457,48.65714764595032
0,citeseer,goku,50,4,2,0.6855855855855856,0.006526956390100739,163.89290833473206,511.69179010391235
0,citeseer,goku,50,4,2,0.6786786786786787,0.007726534732894061,167.63286328315735,513.541207075119
0,citeseer,goku,50,4,2,0.6803303303303302,0.008129767533403045,136.65794444084167,464.6273236274719
0,citeseer,goku,50,4,2,0.7258258258258259,0.00795880781908827,131.58925437927246,32.09744930267334
0,citeseer,goku,50,4,2,0.7238738738738738,0.009386005865922099,179.23762249946594,29.464728116989136
0,citeseer,goku,50,4,2,0.7241741741741742,0.009694166273724911,182.85325646400452,34.80712628364563
0,citeseer,goku,50,4,2,0.7250750750750751,0.0033828798838772297,184.81318521499634,35.80870032310486
0,citeseer,goku,50,4,2,0.7222222222222222,0.005975900523162887,174.40028500556946,41.95442771911621
0,citeseer,goku,50,4,2,0.6927927927927928,0.010042789172890558,192.9733965396881,509.57770562171936
0,citeseer,goku,50,4,2,0.7243243243243244,0.005763888583308143,189.845547914505,37.364559173583984
0,citeseer,goku,50,4,2,0.677927927927928,0.004273348189416723,155.8965663909912,503.9481348991394
0,citeseer,goku,50,4,2,0.6921921921921922,0.008235020541022275,154.54580402374268,506.35079431533813
0,citeseer,goku,50,4,2,0.7273273273273274,0.004827274786164586,119.14701008796692,30.946519136428833
0,citeseer,goku,50,4,2,0.6800300300300302,0.005544587826509525,116.11631178855896,363.4514081478119
0,citeseer,goku,50,4,2,0.6896396396396396,0.008898724369453834,114.68660688400269,360.5629503726959
0,citeseer,goku,50,4,2,0.68993993993994,0.005508689587941177,109.86025857925415,314.9239902496338
0,citeseer,goku,50,4,2,0.6915915915915916,0.006244513504177782,106.6067681312561,303.5775680541992
0,citeseer,goku,50,4,2,0.6816816816816818,0.006688005240636656,115.35213494300842,286.0005476474762
0,citeseer,goku,50,4,2,0.6926426426426426,0.008322707832422218,116.12659859657288,288.77484464645386
0,citeseer,goku,50,4,2,0.6773273273273273,0.0062191894936235335,105.27767157554626,302.51342725753784
0,citeseer,goku,50,4,2,0.6878378378378379,0.008466657953969909,108.97559809684753,300.5048842430115
0,citeseer,goku,50,4,2,0.6786786786786786,0.005060750614520331,108.59139347076416,286.74436140060425
0,cora,goku,50,20,10,0.866420664206642,0.006309855202892711,145.14436888694763,2.9327590465545654
0,cora,goku,50,20,10,0.8599630996309964,0.0076063109332668325,143.1327030658722,16.679508924484253
0,cora,goku,50,20,10,0.8619926199261991,0.007789387336949818,144.41281962394714,17.444997310638428
0,chameleon,goku,50,20,10,0.6271929824561404,0.007845852552630846,368.25160336494446,2.5537588596343994
0,chameleon,goku,50,20,10,0.6296052631578948,0.015855733292391698,390.2201166152954,20.747845888137817
0,cora,goku,50,20,10,0.864391143911439,0.007727081768033908,136.43578338623047,4.637487173080444
0,cora,goku,50,20,10,0.8660516605166052,0.006374265057325221,120.18568253517151,6.0894553661346436
