,dataset,rewiring,num_iterations,borf_batch_add,borf_batch_remove,avg_accuracy,ci,run_duration,rewiring_duration
0,cornell,none,50,4,2,0.4027027027027027,0.04801387673773503,75.94649910926819,0.0
0,cornell,none,50,4,2,0.4027027027027027,0.04801387673773503,75.94649910926819,0.0
1,wisconsin,none,50,4,2,0.3784313725490196,0.07645550379127021,70.3343117237091,0.0
0,cornell,none,50,4,2,0.4027027027027027,0.04801387673773503,75.94649910926819,0.0
1,wisconsin,none,50,4,2,0.3784313725490196,0.07645550379127021,70.3343117237091,0.0
2,texas,none,50,4,2,0.4648648648648649,0.09902372235722798,58.25103211402893,0.0
0,cornell,none,50,4,2,0.4027027027027027,0.04801387673773503,75.94649910926819,0.0
1,wisconsin,none,50,4,2,0.3784313725490196,0.07645550379127021,70.3343117237091,0.0
2,texas,none,50,4,2,0.4648648648648649,0.09902372235722798,58.25103211402893,0.0
3,chameleon,none,50,4,2,0.2848684210526316,0.015512309075082085,218.35121202468872,0.0
0,cornell,none,50,4,2,0.4027027027027027,0.04801387673773503,75.94649910926819,0.0
1,wisconsin,none,50,4,2,0.3784313725490196,0.07645550379127021,70.3343117237091,0.0
2,texas,none,50,4,2,0.4648648648648649,0.09902372235722798,58.25103211402893,0.0
3,chameleon,none,50,4,2,0.2848684210526316,0.015512309075082085,218.35121202468872,0.0
4,cora,none,50,4,2,0.7219557195571956,0.011774051411976696,120.31789135932922,0.0009818077087402344
0,cornell,none,50,4,2,0.4027027027027027,0.04801387673773503,75.94649910926819,0.0
1,wisconsin,none,50,4,2,0.3784313725490196,0.07645550379127021,70.3343117237091,0.0
2,texas,none,50,4,2,0.4648648648648649,0.09902372235722798,58.25103211402893,0.0
3,chameleon,none,50,4,2,0.2848684210526316,0.015512309075082085,218.35121202468872,0.0
4,cora,none,50,4,2,0.7219557195571956,0.011774051411976696,120.31789135932922,0.0009818077087402344
5,citeseer,none,50,4,2,0.5534534534534534,0.013531519535508877,165.6396882534027,0.0
0,cornell,none,50,20,10,0.39189189189189194,0.08206608892264311,78.6174247264862,0.0
0,cornell,none,50,20,10,0.39189189189189194,0.08206608892264311,78.6174247264862,0.0
1,wisconsin,none,50,20,10,0.4215686274509804,0.0916758410004781,70.44217610359192,0.0
0,cornell,none,50,20,10,0.39189189189189194,0.08206608892264311,78.6174247264862,0.0
1,wisconsin,none,50,20,10,0.4215686274509804,0.0916758410004781,70.44217610359192,0.0
2,texas,none,50,20,10,0.4297297297297297,0.09980258087717139,61.4714150428772,0.0
0,cornell,none,50,20,10,0.39189189189189194,0.08206608892264311,78.6174247264862,0.0
1,wisconsin,none,50,20,10,0.4215686274509804,0.0916758410004781,70.44217610359192,0.0
2,texas,none,50,20,10,0.4297297297297297,0.09980258087717139,61.4714150428772,0.0
3,chameleon,none,50,20,10,0.3017543859649122,0.012547233014693834,267.1396155357361,0.0
0,cornell,none,50,20,10,0.39189189189189194,0.08206608892264311,78.6174247264862,0.0
1,wisconsin,none,50,20,10,0.4215686274509804,0.0916758410004781,70.44217610359192,0.0
2,texas,none,50,20,10,0.4297297297297297,0.09980258087717139,61.4714150428772,0.0
3,chameleon,none,50,20,10,0.3017543859649122,0.012547233014693834,267.1396155357361,0.0
4,cora,none,50,20,10,0.7164206642066422,0.01737885941495842,125.74672532081604,0.0
0,cornell,none,50,20,10,0.39189189189189194,0.08206608892264311,78.6174247264862,0.0
1,wisconsin,none,50,20,10,0.4215686274509804,0.0916758410004781,70.44217610359192,0.0
2,texas,none,50,20,10,0.4297297297297297,0.09980258087717139,61.4714150428772,0.0
3,chameleon,none,50,20,10,0.3017543859649122,0.012547233014693834,267.1396155357361,0.0
4,cora,none,50,20,10,0.7164206642066422,0.01737885941495842,125.74672532081604,0.0
5,citeseer,none,50,20,10,0.548948948948949,0.02267297098226679,170.71829843521118,0.0
