,dataset,rewiring,num_iterations,borf_batch_add,borf_batch_remove,avg_accuracy,ci,run_duration,rewiring_duration
0,cornell,sdrf,50,20,10,0.32432432432432434,0.05184682727905643,65.66379070281982,0.0
0,cornell,sdrf,50,20,10,0.32432432432432434,0.05184682727905643,65.66379070281982,0.0
1,wisconsin,sdrf,50,20,10,0.4019607843137255,0.06206741878958594,67.62999320030212,0.0
0,cornell,sdrf,50,20,10,0.32432432432432434,0.05184682727905643,65.66379070281982,0.0
1,wisconsin,sdrf,50,20,10,0.4019607843137255,0.06206741878958594,67.62999320030212,0.0
2,texas,sdrf,50,20,10,0.44054054054054054,0.09174869605958462,66.55557012557983,0.0
0,cornell,sdrf,50,20,10,0.32432432432432434,0.05184682727905643,65.66379070281982,0.0
1,wisconsin,sdrf,50,20,10,0.4019607843137255,0.06206741878958594,67.62999320030212,0.0
2,texas,sdrf,50,20,10,0.44054054054054054,0.09174869605958462,66.55557012557983,0.0
3,chameleon,sdrf,50,20,10,0.27697368421052626,0.004925186680220982,233.39111804962158,0.0
0,cornell,sdrf,50,20,10,0.32432432432432434,0.05184682727905643,65.66379070281982,0.0
1,wisconsin,sdrf,50,20,10,0.4019607843137255,0.06206741878958594,67.62999320030212,0.0
2,texas,sdrf,50,20,10,0.44054054054054054,0.09174869605958462,66.55557012557983,0.0
3,chameleon,sdrf,50,20,10,0.27697368421052626,0.004925186680220982,233.39111804962158,0.0
4,cora,sdrf,50,20,10,0.7236162361623617,0.006938839423494115,118.88735795021057,0.0
0,cornell,sdrf,50,20,10,0.32432432432432434,0.05184682727905643,65.66379070281982,0.0
1,wisconsin,sdrf,50,20,10,0.4019607843137255,0.06206741878958594,67.62999320030212,0.0
2,texas,sdrf,50,20,10,0.44054054054054054,0.09174869605958462,66.55557012557983,0.0
3,chameleon,sdrf,50,20,10,0.27697368421052626,0.004925186680220982,233.39111804962158,0.0
4,cora,sdrf,50,20,10,0.7236162361623617,0.006938839423494115,118.88735795021057,0.0
5,citeseer,sdrf,50,20,10,0.5593093093093093,0.012118521786174816,156.943941116333,0.0
